Source path,Class name,Checksum,Description,Responsibility,Pattern 1,Pattern 2,Pattern 3,Inference time (ms),Input tokens,Output tokens
exist-core/src/main/java/org/exist/xmldb/EXistCollection.java,org.exist.xmldb.EXistCollection,09e01bfcd4af0577507799770b126db5bd11036faf9dd8ab78870b597cf53153,"This interface provides eXist-specific extensions to the standard XMLDB Collection interface, enabling remote collection checks, retrieval of child collection names and resource names, and the storage of resources with associated timestamps.",eXist Extensions,Interface Extension,,,515,560,94
exist-core/src/main/java/org/exist/xmldb/EXistRestoreService.java,org.exist.xmldb.EXistRestoreService,4194d97e676fb15613eef3d2188251562035c78223d0b3ce97ad9e0728732f37,"This class provides an interface for restoring an eXist-db system from a backup file, with options to set a new administrator password, overwrite existing applications, and report on the restore progress via a listener.",Backup Restore,Service,API,,591,494,110
exist-core/src/main/java/org/exist/xmldb/LocalDatabaseInstanceManager.java,org.exist.xmldb.LocalDatabaseInstanceManager,e245c26aa6a650184672a64f8d923234e61eb8f6b2e074e377eee546a71547c8,"This class provides a local implementation for managing database instances, enabling operations such as initiating shutdowns (immediate or delayed), entering/exiting service modes, and retrieving the database status, all while enforcing user permissions.",Instance Management,Abstract Factory,Template Method,Service Locator,804,710,129
exist-core/src/main/java/org/exist/xmldb/DatabaseStatus.java,org.exist.xmldb.DatabaseStatus,68d2a5770d498c6c761accba277b5ee0ce0a23e032da514dea67e618b39ca3cc,"This class encapsulates the status and configuration of a database instance, including details about its brokers, data directory, and index statistics.",Instance Status,Data Transfer Object,Value Object,,648,747,96
exist-core/src/main/java/org/exist/xmldb/EXistXPathQueryService.java,org.exist.xmldb.EXistXPathQueryService,b4377f1a41828f3a118e7e846741bbcd7db55887b9b228460cbe27c2aab333f0,"This interface extends the standard XPath query service with eXist-specific functionalities, enabling the processing of XPath queries against XML resources, execution of stored queries, variable declaration for dynamic queries, and management of protected query environments with resource locking.",Query Execution,Service,Query Service,Resource Management,622,1999,134
exist-core/src/main/java/org/exist/xmldb/EXistBinaryResource.java,org.exist.xmldb.EXistBinaryResource,04785d46d4dd4d9bd89fbef31daba4cbbbb8e9817bd64b82a6d7d21d56096820,"This interface extends the functionality of binary resources within eXist-db, providing methods to retrieve specific metadata about BLOBs, such as their unique identifier, content length, and cryptographic digest.",BLOB Metadata,Interface,Extension,,527,610,108
exist-core/src/main/java/org/exist/xmldb/LocalIndexQueryService.java,org.exist.xmldb.LocalIndexQueryService,51ef08ac0f17cf0585901970852c7fe8b68125dbc402f6bbc60d26e84e7df9c9,"This class provides functionality to reindex and configure collections and documents within an XML database, ensuring data integrity and searchability.",Index Querying,Service Facade,Adapter,,582,808,95
exist-core/src/main/java/org/exist/xmldb/RemoteCallSite.java,org.exist.xmldb.RemoteCallSite,3cdf930603e27f006f9bd103c0cddc71a334c5c63f7a348ce815dbb432c329a9,"This interface defines a contract for executing a method on a remote system, typically an XML database, and returning its result. It serves as a functional interface for representing a single remote method invocation operation.",Remote execution,Functional Interface,Strategy,,526,566,108
exist-core/src/main/java/org/exist/xmldb/AbstractEXistResource.java,org.exist.xmldb.AbstractEXistResource,cd68ed507f6b67e738b2b75b4c980a18fc6d205f27d1d8fd5b2a85b2e5110097,"This abstract class provides a foundational implementation for resources within an eXist-db environment, handling common operations like MIME type management, timestamps, and resource identification. It also offers higher-order functions for executing read-only and read/write operations within controlled transactional contexts.",Resource management,Template Method,Strategy,Resource,851,1948,140
exist-core/src/main/java/org/exist/xmldb/RemoteBinaryResource.java,org.exist.xmldb.RemoteBinaryResource,3990f5910aa1cd16660927f5eafe764c8eab5aafdce4b93d946e62d66a4abec4,"This class represents a binary resource retrieved from a remote collection, providing methods to access its content, metadata, and manage its properties.",Remote Binary,Adapter,Value Object,,462,857,95
exist-core/src/main/java/org/exist/xmldb/LocalXUpdateQueryService.java,org.exist.xmldb.LocalXUpdateQueryService,e80e0dfd8e2bb67977a43417f624da82db3ff5ebd125a20b24978dca5c7a7509,"This service provides functionality to update resources within a collection using XUpdate commands, supporting updates for all documents or specific documents by ID.",Resource Update,Service,Facade,,499,622,94
exist-core/src/main/java/org/exist/xmldb/ConsoleRestoreServiceTaskListener.java,org.exist.xmldb.ConsoleRestoreServiceTaskListener,f6459ae95f0eaf14f8d43a5e66cf037565a277bfc613ffba3f20252397513541,"This class provides a console-based implementation for logging informational, warning, and error messages, with an option to suppress informational messages.",Console logging,Observer,Template Method,,626,537,95
exist-core/src/main/java/org/exist/collections/CollectionMetadata.java,org.exist.collections.CollectionMetadata,08bd758003d4feca83b8f679ec7e5bfcad998530f37819a1daf283284dbd0c49,"This class provides metadata for a collection, including its creation timestamp, but it is deprecated and will be removed in a future version.",Collection metadata,Adapter,,,451,494,77
exist-core/src/main/java/org/exist/collections/CollectionURI.java,org.exist.collections.CollectionURI,055a7681a7454bc691dd1bcd02fa7f56903bf717f70493dc0cf483e8f3394c45,Represents and manipulates internal URIs for collections within the eXist database.,URI handling,Value Object,Immutable,,471,793,86
exist-core/src/main/java/org/exist/collections/IndexInfo.java,org.exist.collections.IndexInfo,7b1fab56a1d6442b6b5ef40ccf0e0cfa8e78bb084b1ea2febef9e3abd43c3673,"This class serves as a container to hold information relevant to the indexing process, specifically tracking required fields and configurations needed during document validation and storage operations.",Index Tracking,Data Transfer Object,Holder,,691,763,99
exist-core/src/main/java/org/exist/collections/CollectionConfigurationManager.java,org.exist.collections.CollectionConfigurationManager,9fffbd849158927f657ba992283d43df9b66669c2c4d5ece111b3c1412802608,"This class manages index configurations stored within a hierarchical collection structure, providing access to configuration instances for specific collections and handling the loading, adding, testing, and invalidation of these configurations.",Configuration Management,Registry,Service,Repository,776,2051,121
exist-core/src/main/java/org/exist/collections/LockedCollection.java,org.exist.collections.LockedCollection,35bc3f356d0eaa4e31c5840fdf2232a39f1b5617d4c5f5317366ba17f078e755,"This class acts as a wrapper around a database collection, ensuring that a lock lease is held and automatically released when the collection is closed, facilitating automatic resource management.",Collection Wrapper,Adapter,Decorator,Composite,1407,5220,117
exist-core/src/main/java/org/exist/collections/triggers/TriggerEvent.java,org.exist.collections.triggers.TriggerEvent,7273c0465d95f064e169360db6d61a098c08f1e7c08e7dee6cfbd8cfc9197c91,"This enum defines a set of discrete events related to collections and documents, used for triggering actions or notifications within the system. It also provides utility methods for converting legacy and old-design string representations of these events into the current enum format.",Event Enumeration,Enum,,,932,714,99
exist-core/src/main/java/org/exist/collections/triggers/CollectionTriggerProxy.java,org.exist.collections.triggers.CollectionTriggerProxy,858d86b6850e79c77d94087986073f2ab0457d2f39378e24747da751f129af79,"This class acts as a proxy for collection triggers, allowing for their instantiation with specific parameters.",Trigger proxy,Proxy,,,404,447,69
exist-core/src/main/java/org/exist/collections/triggers/Dumper.java,org.exist.collections.triggers.Dumper,58c031f0c26daa6ec84512327e153dd1d2327842193f391bbaf5fbb2002d684b,"This class acts as a trigger for various document operations within a database, allowing for pre- and post-event actions such as configuration, preparation, creation, update, copying, moving, and deletion of documents. It serves as a central point to intercept and potentially modify or log these database activities.",Document Trigger,Observer,Strategy,Template Method,890,1456,145
exist-core/src/main/java/org/exist/collections/triggers/AbstractTriggerProxy.java,org.exist.collections.triggers.AbstractTriggerProxy,20e144ab2955c0678f14213881c7f74ff35b63c538d3fddb7cd84014a554ead6,"This class acts as a proxy for creating and configuring trigger instances, abstracting the instantiation logic and parameter management for various trigger types within a database transaction context.",Trigger creation,Proxy,Template Method,Factory Method,627,621,118
exist-core/src/main/java/org/exist/collections/triggers/CollectionTriggers.java,org.exist.collections.triggers.CollectionTriggers,138f4e77e358be3922867fab11ff79384769050abcc5e8023cc19fbdbb1889c9,"This class acts as a container and orchestrator for a list of collection triggers, ensuring that a sequence of pre-defined actions are executed before and after various collection-related operations.",Trigger Orchestration,Composite,Observer,Strategy,607,1277,122
exist-core/src/main/java/org/exist/collections/triggers/XQueryStartupTrigger.java,org.exist.collections.triggers.XQueryStartupTrigger,272772ab6f5a680371d772bcef7ac336a14e1c00f1491eb72d6d0d2620898c39,"This class is responsible for executing XQuery scripts when the database starts up, ensuring that necessary initialization scripts are run automatically.",Startup Script Execution,Trigger,Service,,527,1149,93
exist-core/src/main/java/org/exist/collections/triggers/SAXTrigger.java,org.exist.collections.triggers.SAXTrigger,3658c848e0733d798d8e9dc638af5f9badfca22aeb6b0054955f63c8cc2d26ca,"This class acts as a base implementation for SAX event triggers, providing default behavior to forward events to a chain of handlers, including content, lexical, and error handlers.",Event Forwarding,Chain of Responsibility,Template Method,Adapter,637,2037,123
exist-core/src/main/java/org/exist/collections/triggers/HistoryTrigger.java,org.exist.collections.triggers.HistoryTrigger,564a8027ebda0e28dd3a97bae11b1d4e47b7ff642abeee6c6e21f1a5fe4db112,This trigger preserves historical versions of documents by saving them to a designated history location before they are updated or removed.,Version History,Observer,Interceptor,Decorator,488,1888,107
exist-core/src/main/java/org/exist/collections/triggers/Trigger.java,org.exist.collections.triggers.Trigger,75a6a14a2f74acdcec1af4f089ecb1700224fc79e561bb3d2610ca8784605b9d,"This interface defines the contract for collection triggers, which are components that can respond to various events within a database collection, such as document storage, updates, removals, and collection modifications.",Event Handling,Observer,Strategy,Interface,1269,1480,121
exist-core/src/main/java/org/exist/collections/triggers/DocumentTriggersVisitor.java,org.exist.collections.triggers.DocumentTriggersVisitor,6b589700668ac1b76f38d0032018eac1bcda8a6f82ea84325e12f5c0a16bc6c9,"This class manages a collection of document-specific triggers, allowing them to be processed and applied.",Document Triggers,Visitor,,,369,413,71
exist-core/src/main/java/org/exist/collections/triggers/CollectionTriggersVisitor.java,org.exist.collections.triggers.CollectionTriggersVisitor,751cb3b13a1b759126832b2ec2c6ccf4e15c1550fbbc155d189a364ed5f15bc5,"This class is responsible for visiting a list of collection triggers, likely to apply some operation or logic to each one.",Trigger Visitor,Visitor,,,1651,415,74
exist-core/src/main/java/org/exist/collections/triggers/TriggerProxies.java,org.exist.collections.triggers.TriggerProxies,fb91dce568044763882ba429d8cfcf6836304d0abfe6b3c05c31f38f46728713,"This interface defines a contract for managing trigger proxies and creating visitors for processing triggers, likely interacting with a database for trigger data.",Trigger Management,Visitor,Proxy,,1426,499,93
exist-core/src/main/java/org/exist/collections/triggers/DocumentTriggers.java,org.exist.collections.triggers.DocumentTriggers,1c6f23a8010ae545b7e1c78a494148deb9b903ba24b2b22420669b6698de417f,This class acts as a central point for managing and dispatching various document-related events and XML parsing callbacks to a collection of registered triggers.,Event Dispatcher,Chain of Responsibility,Observer,Adapter,716,2901,116
exist-core/src/main/java/org/exist/collections/triggers/AbstractTriggersVisitor.java,org.exist.collections.triggers.AbstractTriggersVisitor,7cea34a51a149abf3a3aa6bc2d3fa9c29387f1913cb3a036d90ddd2ef408e1fa,"This class serves as a base for visitors that process a list of triggers, providing common functionality for configuration and retrieval.",Trigger Visitor,Visitor,,,608,517,74
exist-core/src/main/java/org/exist/collections/triggers/DocumentTrigger.java,org.exist.collections.triggers.DocumentTrigger,274a5110c150e58b9a282a52aea6f20d90c96afd7d425d1c35944b586ff03c26,"This interface defines a contract for custom logic that can be executed before and after various document operations within the eXist-db system, acting as hooks for event-driven processing and data manipulation.",Document Event Handling,Observer,Strategy,Template Method,561,2330,126
exist-core/src/main/java/org/exist/collections/triggers/TriggersVisitor.java,org.exist.collections.triggers.TriggersVisitor,a66a3cff78944df4e3cb9aa391ea177a67903041f6e8cfec20b035d075c7f3be,This interface defines a visitor for triggers that allows retrieval of a list of triggers.,Trigger Visitor,Visitor,,,438,407,67
exist-core/src/main/java/org/exist/collections/triggers/STXTemplatesCache.java,org.exist.collections.triggers.STXTemplatesCache$CachedTemplate,d79b0c2c03585bcb6424a49149748a7670ffbc0867bbada92deaa218bb699745,"This class holds a reference to a set of templates and the timestamp of when they were last updated, effectively caching them for later use.",Template caching,Value Object,Immutable,,532,428,96
exist-core/src/main/java/org/exist/collections/triggers/STXTemplatesCache.java,org.exist.collections.triggers.STXTemplatesCache,d2ab003093ce98313db3eca98b299c98357af6081d6f1f47282a3d856dbf8a76,"This class manages a cache for compiled STX templates, ensuring that templates are compiled only when necessary and are updated if their source has changed. It provides thread-safe access to cached compiled stylesheets, compiling them on demand if they are not found or are out of date.",Template Caching,Singleton,Cache,Read-Write Lock,842,807,143
exist-core/src/main/java/org/exist/collections/triggers/FilteringTrigger.java,org.exist.collections.triggers.FilteringTrigger,97191955dc01f5db4e868e44a02dd0cc59b0c6e33010c62aec4a0f0d340e4441,"This abstract class serves as a base for SAX event triggers, forwarding all received SAX events to a content handler, though it is deprecated in favor of SAXTrigger.",Event Forwarding,Template Method,Adapter,,753,427,105
exist-core/src/main/java/org/exist/collections/triggers/XQueryTrigger.java,org.exist.collections.triggers.XQueryTrigger,ed7974473bb681b108f9768658371e4ad098793940b9eb3a2b52b6418f441e8a,"This class acts as a trigger that executes an XQuery statement when invoked, allowing the query to access event details and user-defined variables. It can execute queries specified directly or from a URL and defines behavior for various document and collection events.",XQuery execution,Observer,Strategy,Template Method,704,3606,135
exist-core/src/main/java/org/exist/collections/triggers/TriggerPhase.java,org.exist.collections.triggers.TriggerPhase,65f102f3e166308a6340617564124bf5d274635372777d24023d381d64791ae3,"This enum defines distinct stages within a workflow, indicating whether an action should occur before or after a particular event.",Stage definition,Marker,,,474,429,73
exist-core/src/main/java/org/exist/collections/triggers/TriggerProxy.java,org.exist.collections.triggers.TriggerProxy,74c0d1f94cae824060ce5b6cdde24df114f78786cb2552a47c092f6c44ed1ec9,"This interface defines a contract for creating new instances of triggers, allowing them to be configured with specific parameters and initialized within a given database transaction and collection context.",Trigger instantiation,Factory Method,Dependency Injection,,536,469,101
exist-core/src/main/java/org/exist/collections/triggers/STXTransformerTrigger.java,org.exist.collections.triggers.STXTransformerTrigger,0825e8eca6586010be201d72ef2890df83f6af016489db76fda955e643d9f810,"This class applies an STX stylesheet to an XML SAX stream using Joost, loading the stylesheet from a database or a specified URI.",XML Transformation,Strategy,Template Method,Observer,561,1611,114
exist-core/src/main/java/org/exist/collections/triggers/CSVExtractingTrigger.java,org.exist.collections.triggers.CSVExtractingTrigger$NodePath,fc42de05600489f7fda408560f71328875ffb00b68da76d77823e4c9d754efe8,This class represents a hierarchical path of qualified names (QNames) and provides methods to manage and represent this path.,Path representation,Value Object,Immutable Value,,690,571,93
exist-core/src/main/java/org/exist/collections/triggers/CSVExtractingTrigger.java,org.exist.collections.triggers.CSVExtractingTrigger$Extraction,1369cc296e7d4deefabbe4080444cc9785d0d1b0228e03d9a7d78e696ce24ea9,"This class defines configuration for extracting data, including entries to extract and optional criteria for matching specific attributes.",Extraction Configuration,Configuration Object,Data Holder,,508,556,90
exist-core/src/main/java/org/exist/collections/triggers/CSVExtractingTrigger.java,org.exist.collections.triggers.CSVExtractingTrigger$ExtractEntry,79f77482364d24bb011416ab209a2b8a55341321ac25a0f17f9ceca73d9acf28,"This class represents an entry containing an index and an element name, designed for comparison and ordering based on its index.",Data Holder,Value Object,Comparable,,504,482,92
exist-core/src/main/java/org/exist/collections/triggers/CSVExtractingTrigger.java,org.exist.collections.triggers.CSVExtractingTrigger$EmptyAttributes,7dc90ef05649572cbdd9bb74e07faeb828f5c162ca6aae26cfdf84d7d3a4fd3e,"Represents a collection of attributes that contains no actual attributes. It provides default implementations for attribute retrieval methods, always returning null or -1, signifying the absence of any attributes.",Empty attributes,,,,550,612,66
exist-core/src/main/java/org/exist/collections/triggers/CSVExtractingTrigger.java,org.exist.collections.triggers.CSVExtractingTrigger,59de7d81936a4022f5549bc6b825c806481ffb2632556bdb7c9e4c626c78b446,"This class acts as a trigger that intercepts document storage or update events to parse specific XML elements containing delimited text, transforming these elements into child elements representing structured data.",CSV Extraction,Strategy,Observer,Composite,651,2889,117
exist-core/src/main/java/org/exist/collections/triggers/TriggerStatePerThread.java,org.exist.collections.triggers.TriggerStatePerThread$CyclicTriggerException,904da22ee540ef53dfdec87086c5e7bee9f7f72b581c652ea082ac3774ce4f3a,This class represents a specific type of exception that is thrown when a cyclic trigger condition is detected in the system.,Exception Handling,Error Handling,,,437,390,74
exist-core/src/main/java/org/exist/collections/triggers/TriggerStatePerThread.java,org.exist.collections.triggers.TriggerStatePerThread$PossibleCyclicTriggerState,d2c7ccfacb0ecdfaa73f10b8f8a8c28fefc22f9fe7fe907ed05221aa942a209c,"This class represents a potential state within a cyclic trigger, likely used to track or manage the progression of trigger events that might form a loop.",Trigger state,State,,,624,444,79
exist-core/src/main/java/org/exist/collections/triggers/TriggerStatePerThread.java,org.exist.collections.triggers.TriggerStatePerThread$TriggerState,e7357bdb7d2adf270cd9cf49e91ede7b7b1b5183211f6070b628c23961c9a551,"This class represents the state of a trigger, including its definition, current phase, the event that triggered it, and the source and destination URIs involved.",Trigger State,Value Object,,,474,725,83
exist-core/src/main/java/org/exist/collections/triggers/TriggerStatePerThread.java,org.exist.collections.triggers.TriggerStatePerThread,e52c6a293f6d33185f1568d0e8a814a38ec0d0ffad337b215bac767728a6efb8,This class prevents infinite recursion by tracking trigger execution states per thread.,Trigger recursion prevention,ThreadLocal,,,478,1012,66
exist-core/src/main/java/org/exist/collections/triggers/CollectionTrigger.java,org.exist.collections.triggers.CollectionTrigger,275315e082a78c772528743b10250315872a4098d182b0cab891f065c1964d3d,"This interface defines a contract for objects that can intercept and react to collection-related events within the database, allowing custom logic to be executed before or after operations like creation, copying, moving, and deletion.",Collection Events,Observer,Hook,,682,1158,109
exist-core/src/main/java/org/exist/collections/triggers/DeferrableFilteringTrigger.java,org.exist.collections.triggers.DeferrableFilteringTrigger,05e1bd157869ee41d902e1906c6208f0f3a6942fc29c7f6d9614113dba55918e,"This class acts as a filter for SAX events during XML processing, allowing for the capture and deferred processing of these events. It provides a mechanism to either process events immediately or queue them up for later dispatch.",Event Deferral,Decorator,Strategy,Template Method,829,3194,130
exist-core/src/main/java/org/exist/collections/triggers/DocumentTriggerProxy.java,org.exist.collections.triggers.DocumentTriggerProxy,97671bcbcc1e388b1eba40748b383b631bee1db0125bfc5d2f67c8d02d069253,"This class acts as a proxy for creating and managing document triggers, allowing for their instantiation with optional parameters.",Trigger Proxy,Proxy,,,519,446,72
exist-core/src/main/java/org/exist/collections/ManagedLocks.java,org.exist.collections.ManagedLocks$ManagedLockIterator,1b87f3956029cf79f9fe4da6756008e1769cf498670da4305368cfa9cf5ad4c4,"This class provides an iterator that wraps an existing iterator, enabling iteration over a collection of managed locks.",Iteration,Iterator,Adapter,,511,464,87
exist-core/src/main/java/org/exist/collections/ManagedLocks.java,org.exist.collections.ManagedLocks,eec9f3dcf3eb2dc91e56fd17c89e8fbd09b4e499e1155cd2a002b24d6ac8f8e7,"This class acts as a container for a collection of managed locks, providing automatic resource management by ensuring locks are released in the reverse order of their acquisition.",Lock Management,Resource Acquisition Is Initialization,Iterator,Composite,553,925,118
exist-core/src/main/java/org/exist/collections/Collection.java,org.exist.collections.Collection$InternalAccess,e1b629db1674b6108f82cd994cfd0c90938cefedc4e7b74caaf0e9ae6fd0ac75,"This interface defines a contract for internal access to document management, allowing documents to be added to a persistent store and retrieving an identifier.",Document Persistence,Interface Segregation,,,492,435,79
exist-core/src/main/java/org/exist/collections/Collection.java,org.exist.collections.Collection$CollectionEntry,c7d34e71fe23a59e428baff146929f04567103bbbd92afb76a39d7eef9217b79,"This abstract class represents a generic entry within a collection, holding its URI, permissions, and creation timestamp, and defines abstract methods for reading its metadata and data content.",Collection entry,Abstract Base Class,Value Object,,594,607,104
exist-core/src/main/java/org/exist/collections/Collection.java,org.exist.collections.Collection$SubCollectionEntry,3a75f00e946cd852b87b10019563e00908984e75794078aa13c588c39a62cbcd,"This class represents an entry within a collection in the database, responsible for reading and managing its metadata, data, and associated permissions and creation timestamps.",Collection Entry,Adapter,Decorator,,453,556,97
exist-core/src/main/java/org/exist/collections/Collection.java,org.exist.collections.Collection$DocumentEntry,8e971fdafda65ed519c7d70e1d8ec8bd1d343aeaca8dcfaca6788d3e60233636,"This class represents a document entry, responsible for reading its metadata from a database and its content from a variable byte input stream.",Document data,Data Transfer Object,Repository,,682,492,95
exist-core/src/main/java/org/exist/collections/Collection.java,org.exist.collections.Collection,ad35c45939e7d2bd3a4dd5a075c14cc9eb89ffa958f63c7a25b101d10674a93c,"This interface defines the operations for managing a collection of documents and other collections within a database, including operations for retrieving, adding, removing, and storing resources, as well as managing permissions and configurations.",Collection Management,Repository,Facade,Resource,629,14965,124
exist-core/src/main/java/org/exist/collections/CollectionCache.java,org.exist.collections.CollectionCache$Statistics,21583070e6b9d602639871c60f4d7ab003cc6a39e6ee78819fb6cac5bc27f9d7,"This class encapsulates statistics related to cache performance, including hit and miss counts, load successes and failures, total load time, and eviction data.",Cache statistics,Value Object,Data Transfer Object,,694,1949,99
exist-core/src/main/java/org/exist/collections/CollectionCache.java,org.exist.collections.CollectionCache,995a9f427fda2e7c6d721f02a63fe2909e3c4b2b3ab54bca40c92ade8ecbfd42,"This class acts as a thread-safe cache for `Collection` objects, managing their storage, retrieval, and eviction based on a configurable size.",Collection caching,Cache-Aside,Thread-Safe,Service,601,2877,118
exist-core/src/main/java/org/exist/collections/CollectionConfigurationException.java,org.exist.collections.CollectionConfigurationException,9dded555cefc2eb0a4a9bc1593faa7159f01b9b6ddee20e070d9d956880f52b1,This class represents a custom exception that can be thrown when there's an issue with the configuration of a collection.,Custom Exception,,,,352,534,54
exist-core/src/main/java/org/exist/collections/CollectionConfiguration.java,org.exist.collections.CollectionConfiguration,ca1543236774915f146ee1f814f1e7430a7b0f14b9cdb7cdde0470ac9ea00d81,"This class reads and configures collection-specific settings from an XML document, including triggers, indexing, and validation, enabling customization of how collections are managed and processed.",Collection configuration,Configuration,Factory,Proxy,487,1417,118
exist-core/src/main/java/org/exist/collections/MutableCollection.java,org.exist.collections.MutableCollection,ffeeed08bda2007d4a73497035b49a68f53101ea56465d654f4acb83a95d7120,"This class represents a mutable collection within the eXist-db system, managing documents and sub-collections, and handling operations such as adding, removing, and retrieving these items, along with managing permissions and metadata.",Collection Management,Collection,Composite,Mutable,812,8240,128
exist-core/src/main/java/org/exist/resolver/XercesXmlResolverAdapter.java,org.exist.resolver.XercesXmlResolverAdapter,cd126a9811bc1c486c4409da3cfe281a7466075c93fa104d0b39fb7700aada7c,"This class acts as an intermediary, allowing an external XML resolver to be used by Xerces' SAX parser by implementing the Xerces XNI entity resolver interface.",XML Entity Resolution,Adapter,,,3531,924,85
exist-core/src/main/java/org/exist/resolver/ResolverFactory.java,org.exist.resolver.ResolverFactory,3fd116f8d8edb53ea55dba392e80bd7955b040c7898b34c9fa3b675010a1691f,"This interface acts as a factory for creating and configuring XML resolvers, providing static methods to generate new resolvers with specific catalog configurations and to sanitize or fixup catalog URIs for compatibility.",Resolver Factory,Factory,,,534,1082,87
exist-core/src/main/java/org/exist/debuggee/DebuggeeConnection.java,org.exist.debuggee.DebuggeeConnection,ada8873f472b3c3fc780f4e28a5e30f91ba5d1f97cc037c6b2380265df36cc19,This interface defines the contract for establishing and managing a connection to a debuggee process.,Debuggee connection,Interface,Contract,,453,404,86
exist-core/src/main/java/org/exist/debuggee/Debuggee.java,org.exist.debuggee.Debuggee,e0833567bc612b0f32a064d69a3b7441d7969d80c2718531644a1ca89f476020,"This interface defines a contract for interacting with a debugging environment, allowing for query execution, process initiation, and session management.",Debugging Interface,Interface,,,655,585,75
exist-core/src/main/java/org/exist/debuggee/DummyDebuggee.java,org.exist.debuggee.DummyDebuggee,e047d8c5588570035dfc3697049d05113f215130bddf6752ce101d9ae6a89864,"This class serves as a placeholder or dummy implementation for a Debuggee interface, providing basic methods for starting and joining processes, as well as retrieving sessions. Its current implementation does not perform any actual operations and returns default or empty values.",Dummy Debuggee,Test Double,Interface Implementation,,672,566,117
exist-core/src/main/java/org/exist/debuggee/Session.java,org.exist.debuggee.Session,53921da4a035ef99527771aa0f4e378e386e1a9ff7d93756a63a7303391c2410,"This interface defines a contract for managing user sessions, likely representing an active period of interaction for a user within the system.",Session Management,Interface,Abstraction,,468,402,92
exist-core/src/main/java/org/exist/debuggee/CommandContinuation.java,org.exist.debuggee.CommandContinuation,d0e8a3730689eac484954883e457b9c4cf21fb99512e500f18ca5866e13f5c42,"This interface defines the contract for command continuations, which manage the state and status of ongoing commands, including debugging operations and session management.",Command state,Command,State,,701,611,95
exist-core/src/main/java/org/exist/debuggee/Reasons.java,org.exist.debuggee.Reasons,6f48d4b288bb2f5a6a44348769abfb92e01db186b1fcde0b3f7fe0a4af3bca56,This interface defines a set of constant string values representing possible states or reasons for outcomes within the system.,Reason constants,,,,370,448,51
exist-core/src/main/java/org/exist/debuggee/Packet.java,org.exist.debuggee.Packet,ae5265e23715899a974f6ac24d8bac81617ebbd2102986983c064dead2c6fc71,This interface defines the contract for objects that can produce both command and response byte arrays.,Command/Response,Interface,Command,,775,474,86
exist-core/src/main/java/org/exist/debuggee/Status.java,org.exist.debuggee.Status,07547c8a928577bcfbc9056f79b3b6c4843d4d9c5cd83ef982de260403d3d50c,"This interface defines a set of constants representing the possible states of a process or execution, such as starting, running, breaking, stopping, and stopped.",Process states,,,,475,631,61
exist-core/src/main/java/org/exist/debuggee/DebuggeeFactory.java,org.exist.debuggee.DebuggeeFactory,a9965b0e07cc46740d15861733cb51aca759ca5341b9236444eeef8d4fd360a3,"This class acts as a factory for creating and managing a singleton instance of a Debuggee, and it also provides functionality to check incoming HTTP requests for debugging initiation.",Debuggee management,Singleton,Factory,,560,525,101
exist-core/src/main/java/org/exist/debuggee/DebuggeeJoint.java,org.exist.debuggee.DebuggeeJoint,e127419a57dd886aab2c33633febcdc6c3d9da6998ab28da8c6479e27415f764,"This interface defines a contract for interacting with a debuggee's runtime environment, allowing for expression evaluation, stack manipulation, breakpoint management, and session control.",Debuggee interaction,Debugger Hook,Observer,Command,566,1127,118
exist-core/src/main/java/org/exist/Namespaces.java,org.exist.Namespaces,997a7ec75d1744da105b1f32afc6876b58a3ef0f18b10956c6087834ebfcfd89,"This class defines a collection of constants for various XML namespaces and qualified names used throughout the system, facilitating consistent referencing of XML elements and attributes.",Namespace definitions,Constant Provider,Global Registry,,672,1424,98
exist-core/src/main/java/org/exist/SystemProperties.java,org.exist.SystemProperties,87b259265ed97ff9a0e817400c3b906513593a8650661dc8f7ccf4745ab5ce08,"This class provides a centralized mechanism for accessing system-wide configuration properties, ensuring they are loaded only once and can be retrieved with optional default values.",Configuration Management,Singleton,Lazy Initialization,,2095,504,98
exist-core/src/main/java/org/exist/xquery/LiteralValue.java,org.exist.xquery.LiteralValue,fba7368ab3fc47792e0fc87e605f90f6b1203712ef56ef48163b8f422bedf5ed,"This class represents a literal value within an expression, wrapping a primitive atomic value like a string or number.",Literal Value,Value Object,Expression,,470,976,90
exist-core/src/main/java/org/exist/xquery/Cardinality.java,org.exist.xquery.Cardinality$InternalValue,96b750866ef7941605d6f8d907e4e09689ecfc9d04aaf99ea1b3ee8516f1ef7d,"This class defines a set of static byte constants representing specific numerical values, likely used for internal state or configuration within the system.",Value Constants,,,,422,401,56
exist-core/src/main/java/org/exist/xquery/Cardinality.java,org.exist.xquery.Cardinality,5039466eb31a3a22b1fc823955abe8459146b25392e46ec3bd6bc2bdf348a139,"This enum defines possible multiplicities for sequences, including those specified by XPath Occurrence Indicators (*, ?, +), along with convenience constants for zero and exactly one element.",Sequence multiplicity,Enum,Value Object,,847,1467,100
exist-core/src/main/java/org/exist/xquery/ft/FTContainsExpr.java,org.exist.xquery.ft.FTContainsExpr,d7d079fb884605062a52a88bfcb982f4c7e81694cd4523f57053edece13774e3,"This class evaluates a full-text search expression, determining if the string value of a source expression matches a specified full-text selection, optionally ignoring certain parts of the text, and returns a boolean indicating the result.",Full-text search,Expression,Visitor,Strategy,560,1331,130
